candidate_id,target_issue_id,segment_no,query_variant,temporal_eligible,char_score,char_rank,word_score,word_rank,dense_score,dense_rank,rrf_score,final_rank,candidate_sources,candidate_text_hash,pipeline_run_id,sparse_score,meeting_id,text_preview
CAND_TGT_2020_0004_F2D50115,TGT_2020_0004,050606_SEG_CURR_NEXT_00564,expanded,True,0.09389155275003795,38,0.07818425400895912,11,0.3738596439361572,25,0.03605329455725952,29,char_tfidf|word_tfidf|dense_minilm,aae2fee7aa7f002899cd9e4a64a9b8193a904d259516e62160efce9d0f350068,RUN_20260722T052913Z_D9E75E,0.08839399819066036,050606,"◯한국콘텐츠진흥원장 김영준 예. ◯박정 위원 그러면 원장님 생각에는 코로나19 상황에서 콘텐츠산업이 이익을 보겠어요, 이익을 못 보겠어요?"
CAND_TGT_2020_0004_FAB1BF39,TGT_2020_0004,050308_SEG_CURR_NEXT_00569,expanded,True,0.18591462677832418,4,0.0,32,0.19533629715442657,48,0.03575382447665056,30,char_tfidf|word_tfidf|dense_minilm,8318d9cbe3e5b13fb6490201eb94621420eb561a252471110274e528f2db7497,RUN_20260722T052913Z_D9E75E,0.12084450740591073,050308,"◯위원장도종환 예, 그렇게하세요. ◯이병훈위원 (영상자료를보며) 올해코로나19로인해서음악원, 연극원, 전통 예술원의1차시험을부득이동영상으로제출을 했지요?"
CAND_TGT_2020_0004_5BE858AC,TGT_2020_0004,050308_SEG_CURR_NEXT_00570,expanded,True,0.15401099833141388,15,0.0,18,0.24724113941192627,45,0.03567765567765568,31,char_tfidf|word_tfidf|dense_minilm,34fa9fc394952ca3752e2c8f93af10d2eea3d09b3b078efa98b70356d359c4ad,RUN_20260722T052913Z_D9E75E,0.10010714891541903,050308,"◯이병훈위원 (영상자료를보며) 올해코로나19로인해서음악원, 연극원, 전통 예술원의1차시험을부득이동영상으로제출을 했지요? ◯한국예술종합학교총장김봉렬 예, 일부는했 고요."
CAND_TGT_2020_0004_6269796D,TGT_2020_0004,050308_SEG_PREV_CURR_00075,expanded,True,0.14317344568159912,21,0.0,36,0.4056655168533325,18,0.035582858499525166,32,char_tfidf|word_tfidf|dense_minilm,4232b4e3c4d60fb2d67d6b9d6ff393e21a11f657971325405fe8429d54d4fb8a,RUN_20260722T052913Z_D9E75E,0.09306273969303944,050308,"◯이상직위원 이렇듯K-컬처가한류를이끌며 국격을높이고이제콘텐츠산업의중요성을아는 데지금코로나19로인해비대면을활성화해야 되는데비대면산업을해야한다고예산을많이 확충하고있지요? ◯문화체육관광부장관박양우 예, 비대면도확 충을하고있습니다."
CAND_TGT_2020_0004_841B78EA,TGT_2020_0004,050308_SEG_PREV_CURR_00571,expanded,True,0.15401099833141388,14,0.0,22,0.24724113941192627,44,0.035324020080117646,33,char_tfidf|word_tfidf|dense_minilm,34fa9fc394952ca3752e2c8f93af10d2eea3d09b3b078efa98b70356d359c4ad,RUN_20260722T052913Z_D9E75E,0.10010714891541903,050308,"◯이병훈위원 (영상자료를보며) 올해코로나19로인해서음악원, 연극원, 전통 예술원의1차시험을부득이동영상으로제출을 했지요? ◯한국예술종합학교총장김봉렬 예, 일부는했 고요."
CAND_TGT_2020_0004_87091C60,TGT_2020_0004,050308_SEG_CURR_NEXT_00074,expanded,True,0.14317344568159912,22,0.0,40,0.4056655168533325,17,0.035182134938232495,34,char_tfidf|word_tfidf|dense_minilm,4232b4e3c4d60fb2d67d6b9d6ff393e21a11f657971325405fe8429d54d4fb8a,RUN_20260722T052913Z_D9E75E,0.09306273969303944,050308,"◯이상직위원 이렇듯K-컬처가한류를이끌며 국격을높이고이제콘텐츠산업의중요성을아는 데지금코로나19로인해비대면을활성화해야 되는데비대면산업을해야한다고예산을많이 확충하고있지요? ◯문화체육관광부장관박양우 예, 비대면도확 충을하고있습니다."
CAND_TGT_2020_0004_946F4741,TGT_2020_0004,050615_SEG_TURN_00491,expanded,True,0.08997843440081171,39,0.07763667517563902,12,0.33230823278427124,30,0.035101010101010105,35,char_tfidf|word_tfidf|dense_minilm,c756c2461be2435e069778e0748985693c02dea0799ef349099b0f711bd9c74c,RUN_20260722T052913Z_D9E75E,0.08565881867200127,050615,◯한국관광공사사장 안영배 전적으로 옳으신 말 씀이고 코로나19 상황에 맞는 예를 들면 콘텐츠 를 개발한다든가 여행 방식을 만든다든가......
CAND_TGT_2020_0004_C4EC3FE7,TGT_2020_0004,050492_SEG_TURN_00197,expanded,True,0.0,48,0.2199987356710147,1,0.2081262767314911,46,0.035086664146361024,36,char_tfidf|word_tfidf|dense_minilm,16c345090b7fc59fa41fa55a12ad26ce03cc02fc4a822d8466a2e3fc40afd0d6,RUN_20260722T052913Z_D9E75E,0.07699955748485514,050492,◯전용기 위원 그리고 최근 사건입니다. 9월 21 에 울산시체육회에 울산동구체육회장이 재심 요 청한 것 받으셨습니까?
CAND_TGT_2020_0004_67258E2A,TGT_2020_0004,050492_SEG_PREV_CURR_00197,expanded,True,0.0,49,0.2023141840840836,2,0.18098510801792145,49,0.034477656111275526,37,char_tfidf|word_tfidf|dense_minilm,79b7eb56e64ff017463529664ab6cb5e32348adfedd589272fd1c675ae6fb2fc,RUN_20260722T052913Z_D9E75E,0.07080996442942926,050492,◯대한체육회장 이기흥 예. ◯전용기 위원 그리고 최근 사건입니다. 9월 21 에 울산시체육회에 울산동구체육회장이 재심 요 청한 것 받으셨습니까?
CAND_TGT_2020_0004_DC9DA80E,TGT_2020_0004,050350_SEG_TURN_01264,expanded,True,0.14599560834720993,18,0.0,38,0.335621178150177,29,0.03426054950934566,38,char_tfidf|word_tfidf|dense_minilm,5b67d18a4e4515cd4dbee83912177533e834f542f3bd060f4d20170100ec2a65,RUN_20260722T052913Z_D9E75E,0.09489714542568646,050350,"◯유정주 위원 그런데 코로나19로 인해서 관광 객이 현저히 줄어들었다는 것은 저희가 상상할 수 있겠고요. 그래서 한국의집 매출이 많이 떨어 졌을 것입니다, 지금 방금 말씀을 하셨지만. 그렇 지요?"
CAND_TGT_2020_0004_D6FC9584,TGT_2020_0004,050492_SEG_CURR_NEXT_00196,expanded,True,0.0,50,0.2023141840840836,3,0.18098510801792145,50,0.03405483405483405,39,char_tfidf|word_tfidf|dense_minilm,79b7eb56e64ff017463529664ab6cb5e32348adfedd589272fd1c675ae6fb2fc,RUN_20260722T052913Z_D9E75E,0.07080996442942926,050492,◯대한체육회장 이기흥 예. ◯전용기 위원 그리고 최근 사건입니다. 9월 21 에 울산시체육회에 울산동구체육회장이 재심 요 청한 것 받으셨습니까?
CAND_TGT_2020_0004_D65AD3A8,TGT_2020_0004,050492_SEG_TURN_00344,expanded,True,0.142691841964953,23,0.0,37,0.35815560817718506,27,0.03385172399516302,40,char_tfidf|word_tfidf|dense_minilm,a2f2848ed2fb71d09e1599a42c0f8896ecedf9e96e510d7fc80a004897cb7e4b,RUN_20260722T052913Z_D9E75E,0.09274969727721945,050492,◯이병훈 위원 국가대표 수당 지급 관련해서 질 문을 드리겠습니다. 예전에 존경하는 이용 위원님께서 지적해서 이 제 선수들이 코로나19로 인해서 비대면 훈련수당 을 받게 됐지요?
CAND_TGT_2020_0004_5F4279D6,TGT_2020_0004,050492_SEG_PREV_CURR_00345,expanded,True,0.13574825748510877,24,0.0,34,0.32000917196273804,32,0.033412624994493635,41,char_tfidf|word_tfidf|dense_minilm,c12cc6f01e8d5488d19b81b7c2f93f63b89cbd913816d930e23447fca45acdac,RUN_20260722T052913Z_D9E75E,0.0882363673653207,050492,◯이병훈 위원 국가대표 수당 지급 관련해서 질 문을 드리겠습니다. 예전에 존경하는 이용 위원님께서 지적해서 이 제 선수들이 코로나19로 인해서 비대면 훈련수당 을 받게 됐지요? ◯대한체육회장 이기흥 예.
CAND_TGT_2020_0004_76751B19,TGT_2020_0004,050492_SEG_CURR_NEXT_00344,expanded,True,0.13574825748510877,25,0.0,35,0.32000917196273804,31,0.033280032660837615,42,char_tfidf|word_tfidf|dense_minilm,c12cc6f01e8d5488d19b81b7c2f93f63b89cbd913816d930e23447fca45acdac,RUN_20260722T052913Z_D9E75E,0.0882363673653207,050492,◯이병훈 위원 국가대표 수당 지급 관련해서 질 문을 드리겠습니다. 예전에 존경하는 이용 위원님께서 지적해서 이 제 선수들이 코로나19로 인해서 비대면 훈련수당 을 받게 됐지요? ◯대한체육회장 이기흥 예.
CAND_TGT_2020_0004_6839DD10,TGT_2020_0004,050492_SEG_PREV_CURR_00344,expanded,True,0.13549512250636328,26,0.0,33,0.29487937688827515,39,0.0324816052497973,43,char_tfidf|word_tfidf|dense_minilm,e8a3df0ca476c3a76c8657c10a0c122124855df3cbdb39237a24791b4c47116d,RUN_20260722T052913Z_D9E75E,0.08807182962913614,050492,◯대한체육회장 이기흥 예. ◯이병훈 위원 국가대표 수당 지급 관련해서 질 문을 드리겠습니다. 예전에 존경하는 이용 위원님께서 지적해서 이 제 선수들이 코로나19로 인해서 비대면 훈련수당 을 받게 됐지요?
CAND_TGT_2020_0004_B03B3F16,TGT_2020_0004,050308_SEG_CURR_NEXT_00385,expanded,True,0.10899902581251744,34,0.0,50,0.38393568992614746,22,0.03192432891446903,44,char_tfidf|word_tfidf|dense_minilm,0d06725d790c01e74b857deef0ab8e42a1c58205c28def34ba2ef719e65fe0b6,RUN_20260722T052913Z_D9E75E,0.07084936677813634,050308,"◯이상직위원 그러니까그런항목에빠지다보 면고용노동부가다른정부부처의논리에밀려 요. 코로나19로, 중국사드배치때문에중국으로 인한타격그리고일본수출규제때문에, 보복 때문에일본으로인한타격그리고코로나19로 인해서이문화.체육.관광또대면이런쪽은 거의삼사년동안완전죽었다, 그러니까여기 서유연하고긍정적이고포괄적인내용으로접근 하자이걸강하게, 힘있는장관답게밀어붙이기 바랍니다. ◯문화체육관광부장관박양우 저희들이예컨대 예술인들계약할때단건에50만원이냐또는복 합해서50만원이냐그것가지고도복합으로하 는것도우리가끌어냈고, 그다음에기간24개월 중에서9개월, 그다음에나중에받는, 수여되는 그런기관들, 방금말씀하신팀단위계약같은 것할때팀장같은것어떻게할것이냐, 이런 문제들가지고끊임없이서로고용부랑얘기를 하거든요. 할수만있으면저희들은우리문화예 술계에지원이되도록그렇게끌어오겠습니다."
